Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerAtCompany_ratio,RoleStability_ratio,ManagerStability_ratio,CareerStart_Age,IncomePerExperience,BurnoutRisk,Satisfaction_Composite,Stability_Score,Stress_Amplifier
34,1,419,1,7,4,1,1,0,53,3,3,5,2,2,11994,21293,0,0,11,3,0,13,4,3,12,6,2,11,0.9230769230769231,0.5,0.9166666666666666,21,922.6153846153846,1,2.0,0.7799145299145299,1
33,2,508,2,10,3,2,2,1,46,2,2,7,4,2,4682,4317,3,0,14,3,0,9,6,2,7,7,0,1,0.7777777777777778,1.0,0.14285714285714285,24,520.2222222222222,0,3.0,0.6402116402116401,2
26,2,496,1,11,2,3,1,1,60,3,2,0,1,1,4741,22722,1,1,13,3,1,5,3,3,5,3,3,3,1.0,0.6,0.6,21,948.2,0,1.6666666666666667,0.7333333333333334,3
39,2,1218,1,1,1,1,2,1,52,3,5,3,3,0,19197,8213,1,1,14,3,1,21,3,3,21,8,1,6,1.0,0.38095238095238093,0.2857142857142857,18,914.1428571428571,0,2.6666666666666665,0.5555555555555555,2
39,2,711,1,4,3,3,1,0,81,3,2,4,3,2,5042,3140,0,0,13,4,0,10,2,1,9,2,3,8,0.9,0.2222222222222222,0.8888888888888888,29,504.2,0,2.6666666666666665,0.6703703703703704,2
59,1,715,1,2,3,1,3,0,69,2,4,4,4,2,13726,21829,3,1,13,1,0,30,4,3,5,3,4,3,0.16666666666666666,0.6,0.6,29,457.53333333333336,0,2.6666666666666665,0.45555555555555555,2
55,1,452,1,1,3,3,4,1,81,3,5,3,1,2,19045,18938,0,1,14,3,0,37,2,3,36,10,4,13,0.972972972972973,0.2777777777777778,0.3611111111111111,18,514.7297297297297,0,2.6666666666666665,0.5372872872872874,3
32,0,1184,1,1,3,1,3,0,70,2,1,2,2,1,2332,3974,6,0,20,3,0,5,3,3,3,0,0,2,0.6,0.0,0.6666666666666666,27,466.4,1,2.6666666666666665,0.4222222222222222,1
38,1,903,1,2,3,3,3,1,81,3,2,4,2,1,4855,7653,4,0,11,1,2,7,2,3,5,2,1,4,0.7142857142857143,0.4,0.8,31,693.5714285714286,1,2.0,0.6380952380952382,1
44,1,621,1,15,3,3,1,0,73,3,3,0,4,1,7978,14075,1,0,11,4,1,10,2,3,10,7,0,5,1.0,0.7,0.5,34,797.8,1,3.0,0.7333333333333334,0
33,1,465,1,2,2,1,1,0,39,3,1,2,1,1,2707,21509,7,0,20,1,0,13,3,4,9,7,1,7,0.6923076923076923,0.7777777777777778,0.7777777777777778,20,208.23076923076923,1,1.0,0.7492877492877493,1
41,1,548,1,9,4,1,3,1,94,3,1,2,1,0,2289,20520,1,0,20,2,2,5,2,3,5,3,0,4,1.0,0.6,0.8,36,457.8,1,2.0,0.8000000000000002,1
47,2,1379,1,16,4,3,3,1,64,4,2,4,3,0,5067,6759,1,1,19,3,0,20,3,4,19,10,2,7,0.95,0.5263157894736842,0.3684210526315789,27,253.35,0,3.0,0.6149122807017544,2
39,1,1162,2,3,2,3,4,0,41,3,2,7,3,1,5238,17778,4,1,18,1,0,12,3,2,1,0,0,0,0.08333333333333333,0.0,0.0,27,436.5,2,2.6666666666666665,0.027777777777777776,4
28,1,1404,1,17,3,5,3,1,32,2,1,2,4,0,2367,18779,5,0,12,1,1,6,2,2,4,1,0,3,0.6666666666666666,0.25,0.75,22,394.5,0,2.6666666666666665,0.5555555555555555,2
47,1,703,2,14,4,2,4,1,42,3,2,7,1,2,4960,11825,2,0,12,4,0,20,2,3,7,7,1,7,0.35,1.0,1.0,27,248.0,1,3.0,0.7833333333333333,1
34,2,296,2,6,2,2,4,0,33,1,1,8,3,0,2351,12253,0,0,16,4,1,3,3,2,2,2,1,0,0.6666666666666666,1.0,0.0,31,783.6666666666666,0,3.6666666666666665,0.5555555555555555,2
47,0,543,2,2,4,2,3,1,87,3,2,7,2,1,4978,3536,7,0,11,4,1,4,3,1,1,0,0,0,0.25,0.0,0.0,43,1244.5,0,3.0,0.08333333333333333,3
30,1,438,1,18,3,1,1,0,75,3,1,6,3,2,2632,23910,1,0,14,3,0,5,4,2,5,4,0,4,1.0,0.8,0.8,25,526.4,0,2.3333333333333335,0.8666666666666667,2
33,1,586,2,1,3,3,1,1,48,4,2,7,1,0,4037,21816,1,0,22,1,1,9,5,3,9,8,0,8,1.0,0.8888888888888888,0.8888888888888888,24,448.55555555555554,1,1.0,0.9259259259259259,1
21,1,156,2,12,3,1,3,0,90,4,1,8,2,2,2716,25422,1,0,15,4,0,1,0,3,1,0,0,0,1.0,0.0,0.0,20,2716.0,1,3.0,0.3333333333333333,1
37,2,504,1,10,3,3,1,1,61,3,3,4,3,0,10048,22573,6,0,11,2,2,17,5,3,1,0,0,0,0.058823529411764705,0.0,0.0,20,591.0588235294117,1,2.0,0.0196078431372549,0
38,1,1333,1,1,3,5,4,0,80,3,3,5,1,1,13582,16292,1,0,13,2,1,15,3,3,15,12,5,11,1.0,0.8,0.7333333333333333,23,905.4666666666667,1,2.3333333333333335,0.8444444444444444,1
29,2,574,1,20,1,3,4,1,40,3,1,2,4,1,3812,7003,1,0,13,2,0,11,3,4,11,8,3,10,1.0,0.7272727272727273,0.9090909090909091,18,346.54545454545456,1,3.3333333333333335,0.8787878787878788,0
34,2,669,1,1,3,3,4,1,97,2,2,0,1,2,5343,25755,0,0,20,3,0,14,3,3,13,9,4,9,0.9285714285714286,0.6923076923076923,0.6923076923076923,20,381.64285714285717,1,2.6666666666666665,0.771062271062271,1
39,2,203,1,2,3,1,1,1,84,3,4,0,4,0,12169,13547,7,0,11,4,3,21,4,3,18,7,11,5,0.8571428571428571,0.3888888888888889,0.2777777777777778,18,579.4761904761905,1,3.0,0.5079365079365079,0
35,1,384,2,8,4,1,1,0,72,3,1,8,4,1,2572,20317,1,0,16,2,1,3,1,2,3,2,0,2,1.0,0.6666666666666666,0.6666666666666666,32,857.3333333333334,0,2.3333333333333335,0.7777777777777777,2
31,2,853,1,1,1,1,3,0,96,3,2,4,1,1,4148,11275,1,0,12,3,1,4,1,3,4,3,0,3,1.0,0.75,0.75,27,1037.0,1,2.3333333333333335,0.8333333333333334,1
24,1,1448,2,1,1,5,1,0,62,3,1,8,2,2,3202,21972,1,1,16,2,0,6,4,3,5,3,1,4,0.8333333333333334,0.6,0.8,18,533.6666666666666,0,1.6666666666666667,0.7444444444444445,3
30,1,1288,2,29,4,5,3,1,33,3,3,7,2,1,9250,17799,3,0,12,2,1,9,3,3,4,2,1,3,0.4444444444444444,0.5,0.75,21,1027.7777777777778,1,2.3333333333333335,0.5648148148148148,1
30,1,501,2,27,5,2,3,1,99,3,2,7,4,0,5304,25275,7,0,23,4,1,10,2,2,8,7,7,7,0.8,0.875,0.875,20,530.4,0,3.6666666666666665,0.85,2
33,2,1303,1,7,2,1,4,1,36,3,2,0,3,0,5968,18079,1,0,20,3,3,9,2,3,9,7,2,8,1.0,0.7777777777777778,0.8888888888888888,24,663.1111111111111,1,3.3333333333333335,0.8888888888888888,0
24,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,3162,10778,0,0,17,4,0,6,2,2,5,2,3,4,0.8333333333333334,0.4,0.8,18,527.0,0,3.0,0.6777777777777777,2
45,2,364,1,25,3,3,2,0,83,3,5,3,2,2,18061,13035,3,0,22,3,0,22,4,3,0,0,0,0,0.0,0.0,0.0,23,820.9545454545455,1,2.3333333333333335,0.0,1
50,1,691,1,2,3,3,3,1,64,3,4,5,3,1,17639,6881,5,0,16,4,0,30,3,3,4,3,0,3,0.13333333333333333,0.75,0.75,20,587.9666666666667,1,3.3333333333333335,0.5444444444444444,0
42,1,916,1,17,2,1,4,0,82,4,2,6,1,2,6545,23016,3,1,13,3,0,10,1,3,3,2,0,2,0.3,0.6666666666666666,0.6666666666666666,32,654.5,0,2.6666666666666665,0.5444444444444444,3
36,2,566,1,18,4,1,3,1,81,4,1,2,4,1,3688,7122,4,0,18,4,2,4,2,3,1,0,0,0,0.25,0.0,0.0,32,922.0,1,3.6666666666666665,0.08333333333333333,0
27,1,1055,1,2,4,1,1,0,47,3,2,4,4,1,4227,4658,0,0,18,2,1,4,2,3,3,2,2,2,0.75,0.6666666666666666,0.6666666666666666,23,1056.75,1,2.3333333333333335,0.6944444444444443,0
50,1,1452,1,11,3,1,3,0,53,3,5,3,2,2,19926,17053,3,0,15,2,0,21,5,3,5,4,4,4,0.23809523809523808,0.8,0.8,29,948.8571428571429,1,2.3333333333333335,0.6126984126984127,1
54,1,584,1,22,5,3,2,0,91,3,4,3,3,1,17426,18685,3,0,25,3,1,36,6,3,10,8,4,7,0.2777777777777778,0.8,0.7,18,484.05555555555554,1,2.6666666666666665,0.5925925925925927,0
47,1,1001,1,4,3,1,3,0,92,2,3,4,2,0,10333,19271,8,1,12,3,1,28,4,3,22,11,14,10,0.7857142857142857,0.5,0.45454545454545453,19,369.0357142857143,0,2.6666666666666665,0.5800865800865801,3
35,1,682,2,18,4,3,2,1,71,3,2,7,1,1,5561,15975,0,0,16,4,1,6,2,1,5,3,0,4,0.8333333333333334,0.6,0.8,29,926.8333333333334,0,2.3333333333333335,0.7444444444444445,3
28,1,890,1,2,4,3,3,1,46,3,1,6,3,2,4382,16374,6,0,17,4,0,5,3,2,2,2,2,1,0.4,1.0,0.5,23,876.4,0,3.3333333333333335,0.6333333333333333,2
35,2,636,1,4,4,4,4,1,47,2,1,2,4,1,2376,26537,1,0,13,2,1,2,2,4,2,2,2,2,1.0,1.0,1.0,33,1188.0,1,3.3333333333333335,1.0,0
46,1,1254,2,10,3,1,3,0,64,3,3,7,2,1,7314,14011,5,0,21,3,3,14,2,3,8,7,0,7,0.5714285714285714,0.875,0.875,32,522.4285714285714,1,2.6666666666666665,0.7738095238095237,1
52,1,1323,1,2,3,1,3,0,89,2,1,2,4,2,3212,3300,7,0,15,2,0,6,3,2,2,2,2,2,0.3333333333333333,1.0,1.0,46,535.3333333333334,0,3.0,0.7777777777777777,2
39,1,903,2,2,5,1,1,1,41,4,3,7,3,2,7880,2560,0,0,18,4,0,9,3,3,8,7,0,7,0.8888888888888888,0.875,0.875,30,875.5555555555555,1,2.6666666666666665,0.8796296296296297,0
41,1,582,1,28,4,1,1,0,60,2,4,4,2,1,13570,5640,0,0,23,3,1,21,3,3,20,7,0,10,0.9523809523809523,0.35,0.5,20,646.1904761904761,1,2.0,0.6007936507936508,1
43,1,1473,1,8,4,4,3,0,74,3,2,0,3,0,4522,2227,4,1,14,4,0,8,3,3,5,2,0,2,0.625,0.4,0.4,35,565.25,0,3.3333333333333335,0.4749999999999999,2
36,1,1266,2,10,4,5,2,0,63,2,2,7,3,1,5673,6060,1,1,13,1,1,10,4,3,10,9,1,7,1.0,0.9,0.7,26,567.3,0,2.0,0.8666666666666666,2
27,2,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,0,6,3,2,5,4,0,2,0.8333333333333334,0.8,0.4,21,396.5,2,3.6666666666666665,0.6777777777777777,4
31,1,691,1,5,4,5,3,1,86,3,1,6,4,1,4821,10077,0,1,12,3,1,6,4,3,5,2,0,3,0.8333333333333334,0.4,0.6,25,803.5,0,3.3333333333333335,0.6111111111111112,2
52,2,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,3,0,31,3,3,9,8,0,0,0.2903225806451613,0.8888888888888888,0.0,21,446.0,1,3.3333333333333335,0.39307048984468335,0
39,2,945,1,22,3,3,4,0,82,3,3,4,1,2,10880,5083,1,1,13,3,0,21,2,3,21,6,2,8,1.0,0.2857142857142857,0.38095238095238093,18,518.0952380952381,0,2.6666666666666665,0.5555555555555555,3
45,1,974,1,1,4,3,4,0,91,3,1,2,4,0,2270,11005,3,0,14,4,2,8,2,3,5,3,0,2,0.625,0.6,0.4,37,283.75,1,4.0,0.5416666666666666,0
36,2,635,1,18,1,3,2,0,73,3,1,2,4,2,2153,7703,1,0,13,1,0,8,2,3,8,1,1,7,1.0,0.125,0.875,28,269.125,1,2.3333333333333335,0.6666666666666666,0
38,2,148,1,2,3,3,4,0,42,2,1,2,2,2,2440,23826,1,0,22,2,0,4,3,3,4,3,3,3,1.0,0.75,0.75,34,610.0,1,2.6666666666666665,0.8333333333333334,1
32,1,374,1,25,4,1,1,1,87,3,1,2,4,2,2795,18016,1,1,24,3,0,1,2,1,1,0,0,1,1.0,0.0,1.0,31,2795.0,2,2.6666666666666665,0.6666666666666666,4
40,0,1094,2,28,3,4,3,1,58,1,3,7,1,0,10932,11373,3,0,15,3,1,20,2,3,1,0,0,1,0.05,0.0,1.0,20,546.6,1,2.3333333333333335,0.35000000000000003,1
37,0,1413,1,5,2,5,3,1,84,4,1,2,3,2,3500,25470,0,0,14,1,0,7,2,1,6,5,1,3,0.8571428571428571,0.8333333333333334,0.5,30,500.0,0,2.3333333333333335,0.7301587301587302,2
18,0,1124,1,1,3,1,4,0,97,3,1,2,4,2,1611,19305,1,0,15,3,0,0,5,4,0,0,0,0,0.0,0.0,0.0,18,1611.0,1,3.6666666666666665,0.0,0
49,1,301,1,22,4,4,1,0,72,3,4,5,2,1,16413,3498,3,0,16,2,2,27,2,3,4,2,1,2,0.14814814814814814,0.5,0.5,22,607.8888888888889,1,1.6666666666666667,0.38271604938271603,1
25,1,180,1,2,1,3,1,1,65,4,1,6,1,2,3424,21632,7,0,13,3,0,6,3,2,4,3,0,1,0.6666666666666666,0.75,0.25,19,570.6666666666666,0,1.6666666666666667,0.5555555555555555,3
56,1,310,1,7,2,5,4,1,72,3,1,2,3,1,2339,3666,8,0,11,4,1,14,4,1,10,9,9,8,0.7142857142857143,0.9,0.8,42,167.07142857142858,0,3.6666666666666665,0.8047619047619049,2
60,1,696,2,7,4,2,2,1,52,4,2,7,4,0,5220,10893,0,1,18,2,1,12,3,3,11,7,1,9,0.9166666666666666,0.6363636363636364,0.8181818181818182,48,435.0,0,2.6666666666666665,0.7904040404040403,2
32,0,953,1,5,4,5,2,1,65,3,1,6,2,2,2718,17674,2,0,14,2,0,12,3,3,7,7,0,7,0.5833333333333334,1.0,1.0,20,226.5,1,2.0,0.8611111111111112,1
30,0,990,1,7,3,5,3,1,64,3,1,6,3,0,1274,7152,1,0,13,2,2,1,2,2,1,0,0,0,1.0,0.0,0.0,29,1274.0,0,2.6666666666666665,0.3333333333333333,2
34,1,1442,1,9,3,3,4,0,46,2,3,0,2,2,8621,17654,1,0,14,2,0,9,3,4,8,7,7,7,0.8888888888888888,0.875,0.875,25,957.8888888888889,1,2.6666666666666665,0.8796296296296297,1
30,1,852,1,1,1,1,4,1,55,2,2,2,4,1,5126,15998,1,1,12,3,2,10,1,2,10,8,3,0,1.0,0.8,0.0,20,512.6,2,3.6666666666666665,0.6,4
38,2,1189,1,1,3,1,4,1,90,3,2,6,4,1,4735,9867,7,0,15,4,2,19,4,4,13,11,2,9,0.6842105263157895,0.8461538461538461,0.6923076923076923,19,249.21052631578948,1,4.0,0.7408906882591092,0
30,1,852,2,10,3,2,3,1,72,2,2,7,3,1,6578,2706,1,0,18,1,1,10,3,3,10,3,1,4,1.0,0.3,0.4,20,657.8,1,2.3333333333333335,0.5666666666666668,0
31,2,667,2,1,4,1,2,0,50,1,1,8,3,2,1359,16154,1,0,12,2,0,1,3,3,1,0,0,0,1.0,0.0,0.0,30,1359.0,1,2.3333333333333335,0.3333333333333333,0
42,1,810,1,23,5,1,1,0,44,3,4,5,4,2,15992,15901,2,0,14,2,0,16,2,3,1,0,0,0,0.0625,0.0,0.0,26,999.5,1,2.3333333333333335,0.020833333333333332,0
37,0,728,1,1,4,3,1,0,80,3,3,5,4,0,13603,11677,2,1,18,1,2,15,2,3,5,2,0,2,0.3333333333333333,0.4,0.4,22,906.8666666666667,0,2.0,0.37777777777777777,2
33,1,813,1,14,3,3,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,1,8,2,1,5,4,0,4,0.625,0.8,0.8,25,304.5,2,3.3333333333333335,0.7416666666666667,4
43,2,313,1,21,3,3,4,1,61,3,1,2,4,1,2258,15238,7,0,20,1,1,8,1,3,3,2,1,2,0.375,0.6666666666666666,0.6666666666666666,35,282.25,1,3.0,0.5694444444444443,0
53,1,1395,1,24,4,3,2,1,48,4,3,0,4,1,7005,3458,3,0,15,3,0,11,2,3,4,3,1,2,0.36363636363636365,0.75,0.5,42,636.8181818181819,1,3.0,0.537878787878788,0
36,1,1157,2,2,4,1,3,1,70,3,1,8,4,2,2644,17001,3,1,21,4,0,7,3,2,3,2,1,2,0.42857142857142855,0.6666666666666666,0.6666666666666666,29,377.7142857142857,2,3.6666666666666665,0.5873015873015873,4
43,2,185,1,10,4,1,3,0,33,3,1,2,4,2,2455,10675,0,0,19,1,0,9,5,3,8,7,1,7,0.8888888888888888,0.875,0.875,34,272.77777777777777,1,2.6666666666666665,0.8796296296296297,0
46,1,1277,2,2,3,1,3,1,74,3,3,7,4,0,10368,5596,4,1,12,2,1,13,5,2,10,6,0,3,0.7692307692307693,0.6,0.3,33,797.5384615384615,2,3.0,0.5564102564102564,4
44,1,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,1,1,26,2,4,2,2,0,1,0.07692307692307693,1.0,0.5,18,750.5,0,3.0,0.5256410256410257,2
35,1,1017,1,6,4,1,2,1,82,1,2,6,4,2,6646,19368,1,0,13,2,0,17,3,3,17,11,11,8,1.0,0.6470588235294118,0.47058823529411764,18,390.94117647058823,1,2.6666666666666665,0.7058823529411765,0
38,2,1394,1,8,3,3,4,0,58,2,2,6,2,0,2133,18115,1,1,16,3,1,20,3,3,20,11,0,7,1.0,0.55,0.35,18,106.65,0,3.0,0.6333333333333333,3
42,2,1474,1,5,2,4,2,1,97,3,1,2,3,1,2093,9260,4,0,17,4,1,8,4,3,2,2,2,0,0.25,1.0,0.0,34,261.625,1,3.0,0.4166666666666667,0
57,1,334,1,24,2,1,3,1,83,4,3,0,4,0,9439,23402,3,1,16,2,1,12,2,1,5,3,1,4,0.4166666666666667,0.6,0.8,45,786.5833333333334,2,3.0,0.6055555555555555,4
40,1,1342,2,9,2,3,1,1,47,3,2,7,1,1,5473,19345,0,0,12,4,0,9,5,4,8,4,7,1,0.8888888888888888,0.5,0.125,31,608.1111111111111,1,2.0,0.5046296296296297,1
45,0,1052,2,6,3,3,4,0,57,2,3,7,4,2,8865,16840,6,0,12,4,0,23,2,3,19,7,12,8,0.8260869565217391,0.3684210526315789,0.42105263157894735,22,385.4347826086956,1,4.0,0.5385202135774217,0
35,2,853,2,18,5,1,2,1,71,3,3,7,1,1,9069,11031,1,0,22,4,1,9,3,2,9,8,1,8,1.0,0.8888888888888888,0.8888888888888888,26,1007.6666666666666,0,2.3333333333333335,0.9259259259259259,3
45,0,336,2,26,3,2,1,1,52,2,2,7,1,1,4385,24162,1,0,15,1,1,10,2,3,10,7,4,5,1.0,0.7,0.5,35,438.5,1,1.0,0.7333333333333334,1
23,1,541,2,2,1,5,3,1,62,3,1,8,1,0,2322,9518,3,0,13,3,1,3,3,3,0,0,0,0,0.0,0.0,0.0,20,774.0,1,2.3333333333333335,0.0,1
31,1,326,2,8,2,1,1,1,31,3,3,7,4,0,10793,8386,1,0,18,1,1,13,5,3,13,7,9,9,1.0,0.5384615384615384,0.6923076923076923,18,830.2307692307693,1,2.0,0.7435897435897436,0
40,1,543,1,1,4,1,1,1,83,3,1,2,4,1,2406,4060,8,0,19,3,2,8,3,2,1,0,0,0,0.125,0.0,0.0,32,300.75,0,2.6666666666666665,0.041666666666666664,2
32,1,414,2,2,4,2,3,1,82,2,2,7,2,2,9907,26186,7,1,12,3,0,7,3,2,2,2,2,2,0.2857142857142857,1.0,1.0,25,1415.2857142857142,2,2.6666666666666665,0.7619047619047619,5
35,1,1224,2,7,4,1,3,0,55,3,2,7,4,1,5204,13586,1,1,11,4,0,10,2,3,10,8,0,9,1.0,0.8,0.9,25,520.4,0,3.6666666666666665,0.9,2
54,1,157,1,10,3,3,3,0,77,3,2,4,1,2,4440,25198,6,1,19,4,0,9,3,3,5,2,1,4,0.5555555555555556,0.4,0.8,45,493.3333333333333,0,2.6666666666666665,0.5851851851851851,3
39,1,360,1,23,3,3,3,1,93,3,1,6,1,2,3904,22154,0,0,13,1,0,6,2,3,5,2,0,3,0.8333333333333334,0.4,0.6,33,650.6666666666666,1,1.6666666666666667,0.6111111111111112,1
19,0,504,1,10,3,3,1,0,96,2,1,6,2,2,1859,6148,1,1,25,2,0,1,2,4,1,1,0,0,1.0,1.0,0.0,18,1859.0,0,1.6666666666666667,0.6666666666666666,3
40,1,107,2,10,3,5,2,0,84,2,2,7,2,0,6852,11591,7,0,12,2,1,7,2,4,5,1,1,3,0.7142857142857143,0.2,0.6,33,978.8571428571429,1,2.0,0.5047619047619047,1
32,2,1318,2,10,4,2,4,1,79,3,2,7,4,2,4648,26075,8,0,13,3,0,4,2,4,0,0,0,0,0.0,0.0,0.0,28,1162.0,1,3.6666666666666665,0.0,0
36,1,938,1,2,4,3,3,1,79,3,1,2,3,2,2519,12287,4,0,21,3,0,16,6,3,11,8,3,9,0.6875,0.7272727272727273,0.8181818181818182,20,157.4375,1,3.0,0.7443181818181818,0
31,1,1365,2,13,4,3,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,0,9,2,1,3,1,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,22,470.3333333333333,0,2.0,0.4444444444444444,3
28,1,329,1,24,3,3,3,1,51,3,1,2,2,1,2408,7324,1,1,17,3,3,1,3,3,1,1,0,0,1.0,1.0,0.0,27,2408.0,0,2.6666666666666665,0.6666666666666666,3
29,1,144,2,10,1,2,4,0,39,2,2,7,2,0,8268,11866,1,1,14,1,2,7,2,3,7,7,1,7,1.0,1.0,1.0,22,1181.142857142857,0,2.3333333333333335,1.0,3
31,1,691,2,7,3,2,4,1,73,3,2,7,4,0,7547,7143,4,0,12,4,3,13,3,3,7,7,1,7,0.5384615384615384,1.0,1.0,18,580.5384615384615,1,4.0,0.8461538461538461,0
34,1,181,1,2,4,3,4,1,97,4,1,6,4,1,2932,5586,0,1,14,1,3,6,3,3,5,0,1,2,0.8333333333333334,0.0,0.4,28,488.6666666666667,0,3.0,0.41111111111111115,2
32,1,495,1,10,3,3,3,1,64,3,3,3,4,2,11244,21072,2,0,25,2,0,10,5,4,5,2,0,0,0.5,0.4,0.0,22,1124.4,1,3.0,0.3,0
53,2,124,2,2,3,2,3,0,38,2,3,7,2,1,7525,23537,2,0,12,1,1,30,2,3,15,7,6,12,0.5,0.4666666666666667,0.8,23,250.83333333333334,1,2.0,0.5888888888888889,1
34,1,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,4,1,6,3,3,6,5,1,3,1.0,0.8333333333333334,0.5,28,603.6666666666666,0,3.3333333333333335,0.7777777777777778,2
29,2,490,1,10,3,1,4,0,61,3,1,6,2,0,3291,17940,0,0,14,4,2,8,2,2,7,5,1,1,0.875,0.7142857142857143,0.14285714285714285,21,411.375,0,3.3333333333333335,0.5773809523809524,3
51,1,833,1,1,3,1,3,1,96,3,1,6,4,1,2723,23231,1,0,11,2,0,1,0,2,1,0,0,0,1.0,0.0,0.0,50,2723.0,0,3.0,0.3333333333333333,2
25,1,977,1,2,1,4,4,1,57,3,1,2,3,0,3977,7298,6,1,19,3,1,7,2,2,2,2,0,2,0.2857142857142857,1.0,1.0,18,568.1428571428571,2,3.3333333333333335,0.7619047619047619,4
34,1,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,1,7,3,3,0,0,0,0,0.0,0.0,0.0,27,731.5714285714286,1,2.0,0.0,1
58,1,1272,1,5,3,5,3,0,37,2,3,0,2,0,10552,9255,2,1,13,4,1,24,3,3,6,0,0,4,0.25,0.0,0.6666666666666666,34,439.6666666666667,0,3.0,0.3055555555555555,3
28,2,791,1,1,4,3,4,1,44,3,1,2,3,2,2154,6842,0,1,11,3,0,5,2,2,4,2,0,2,0.8,0.5,0.5,23,430.8,2,3.3333333333333335,0.6,4
29,2,459,1,24,2,1,4,1,73,2,1,6,4,2,2439,14753,1,1,24,2,0,1,3,2,1,0,1,0,1.0,0.0,0.0,28,2439.0,2,3.3333333333333335,0.3333333333333333,4
25,1,1372,2,18,1,1,1,1,93,4,2,7,3,1,6232,12477,2,0,11,2,0,6,3,2,3,2,1,2,0.5,0.6666666666666666,0.6666666666666666,19,1038.6666666666667,0,2.0,0.611111111111111,2
27,1,1115,1,3,4,3,1,1,54,2,1,6,4,2,2045,15174,0,0,13,4,0,5,0,3,4,2,1,1,0.8,0.5,0.25,22,409.0,1,3.0,0.5166666666666667,0
29,2,1413,2,1,1,3,2,0,42,3,3,7,4,1,7918,6599,1,0,14,4,1,11,5,3,11,10,4,1,1.0,0.9090909090909091,0.09090909090909091,18,719.8181818181819,1,3.3333333333333335,0.6666666666666666,0
35,0,727,1,3,3,1,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,2,1,3,3,1,0,0,0,1.0,0.0,0.0,34,1281.0,1,3.0,0.3333333333333333,0
50,1,410,2,28,3,2,4,1,39,2,3,7,1,0,10854,16586,4,1,13,2,1,20,3,3,3,2,2,0,0.15,0.6666666666666666,0.0,30,542.7,0,2.3333333333333335,0.2722222222222222,3
56,1,1400,1,7,3,1,4,1,49,1,3,4,4,2,7260,21698,4,0,11,1,0,37,3,2,6,4,0,2,0.16216216216216217,0.6666666666666666,0.3333333333333333,19,196.21621621621622,0,3.0,0.38738738738738737,2
38,1,243,2,7,4,2,4,0,46,2,2,7,4,2,4028,7791,0,0,20,1,0,8,2,3,7,7,0,5,0.875,1.0,0.7142857142857143,30,503.5,1,3.0,0.8630952380952381,0
30,1,1176,1,20,3,4,3,1,85,3,2,4,1,1,9957,9096,0,0,15,3,1,7,1,2,6,2,0,2,0.8571428571428571,0.3333333333333333,0.3333333333333333,23,1422.4285714285713,0,2.3333333333333335,0.5079365079365079,3
35,0,208,1,8,4,1,3,0,52,3,2,0,3,1,4148,12250,1,0,12,4,1,15,5,3,14,11,2,9,0.9333333333333333,0.7857142857142857,0.6428571428571429,20,276.53333333333336,1,3.3333333333333335,0.7873015873015873,0
36,2,1302,1,6,4,1,1,1,80,4,2,2,1,1,5562,19711,3,1,13,4,1,9,3,3,3,2,0,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,27,618.0,0,2.0,0.5555555555555555,3
54,1,1217,1,2,4,5,1,0,60,3,3,5,3,1,13549,24001,9,0,12,1,1,16,5,1,4,3,0,3,0.25,0.75,0.75,38,846.8125,0,1.6666666666666667,0.5833333333333334,2
46,1,945,0,5,2,3,2,1,80,3,2,1,2,0,5021,10425,8,1,22,4,1,16,2,3,4,2,0,2,0.25,0.5,0.5,30,313.8125,0,2.6666666666666665,0.4166666666666667,3
26,1,390,1,17,4,3,4,1,62,1,1,2,3,1,2305,6217,1,0,15,3,3,3,3,4,3,2,0,2,1.0,0.6666666666666666,0.6666666666666666,23,768.3333333333334,1,3.3333333333333335,0.7777777777777777,0
31,2,561,1,3,3,1,4,0,33,3,1,6,3,2,4084,4156,1,0,12,1,0,7,2,1,7,2,7,7,1.0,0.2857142857142857,1.0,24,583.4285714285714,0,2.6666666666666665,0.7619047619047619,2
